date,stp_unit_id,demand_kld,temperature,rainfall,capacity_kld
2023-10-21,PSTP001,397.63,24.81,0,600.0
2023-10-22,PSTP001,390.83,23.87,0,600.0
2023-10-23,PSTP001,402.96,27.33,0,600.0
2023-10-24,PSTP001,410.58,26.21,0,600.0
2023-10-25,PSTP001,413.25,24.68,10,600.0
2023-10-26,PSTP001,413.03,27.0,0,600.0
2023-10-27,PSTP001,413.55,29.2,5,600.0
2023-10-28,PSTP001,390.19,21.28,0,600.0
2023-10-29,PSTP001,384.53,23.86,0,600.0
2023-10-30,PSTP001,389.82,22.73,0,600.0
2023-10-31,PSTP001,401.56,24.73,0,600.0
2023-11-01,PSTP001,404.85,22.71,10,600.0
2023-11-02,PSTP001,405.39,26.87,10,600.0
2023-11-03,PSTP001,411.01,29.58,0,600.0
2023-11-04,PSTP001,403.87,25.35,0,600.0
2023-11-05,PSTP001,394.9,21.93,0,600.0
2023-11-06,PSTP001,401.02,23.88,0,600.0
2023-11-07,PSTP001,402.0,24.2,10,600.0
2023-11-08,PSTP001,409.01,28.1,0,600.0
2023-11-09,PSTP001,413.2,26.01,0,600.0
2023-11-10,PSTP001,410.0,25.79,0,600.0
2023-11-11,PSTP001,399.05,23.77,5,600.0
2023-11-12,PSTP001,389.55,24.29,5,600.0
2023-11-13,PSTP001,409.4,26.67,0,600.0
2023-11-14,PSTP001,411.65,25.3,0,600.0
2023-11-15,PSTP001,414.15,27.5,0,600.0
2023-11-16,PSTP001,417.31,24.77,5,600.0
2023-11-17,PSTP001,412.22,18.92,0,600.0
2023-11-18,PSTP001,409.58,24.97,0,600.0
2023-11-19,PSTP001,401.02,22.75,5,600.0
2023-11-20,PSTP001,416.06,27.29,5,600.0
2023-11-21,PSTP001,423.78,27.0,5,600.0
2023-11-22,PSTP001,435.24,28.4,0,600.0
2023-11-23,PSTP001,434.01,25.05,5,600.0
2023-11-24,PSTP001,435.25,26.1,0,600.0
2023-11-25,PSTP001,420.64,25.14,5,600.0
2023-11-26,PSTP001,419.0,26.66,0,600.0
2023-11-27,PSTP001,407.98,28.32,20,600.0
2023-11-28,PSTP001,420.83,24.05,0,600.0
2023-11-29,PSTP001,431.06,29.85,0,600.0
2023-11-30,PSTP001,437.55,27.45,10,600.0
2023-12-01,PSTP001,427.73,29.46,10,600.0
2023-12-02,PSTP001,418.95,26.23,0,600.0
2023-12-03,PSTP001,413.55,26.49,0,600.0
2023-12-04,PSTP001,418.39,29.7,0,600.0
2023-12-05,PSTP001,425.79,28.14,0,600.0
2023-12-06,PSTP001,435.17,30.63,0,600.0
2023-12-07,PSTP001,423.48,24.19,20,600.0
2023-12-08,PSTP001,418.55,24.79,0,600.0
2023-12-09,PSTP001,420.73,29.08,0,600.0
2023-12-10,PSTP001,413.79,28.37,0,600.0
2023-12-11,PSTP001,414.86,27.53,10,600.0
2023-12-12,PSTP001,425.3,31.77,0,600.0
2023-12-13,PSTP001,435.47,29.97,0,600.0
2023-12-14,PSTP001,444.79,25.77,5,600.0
2023-12-15,PSTP001,449.15,29.38,0,600.0
2023-12-16,PSTP001,439.61,29.15,0,600.0
2023-12-17,PSTP001,434.68,29.49,0,600.0
2023-12-18,PSTP001,447.0,29.06,0,600.0
2023-12-19,PSTP001,449.47,26.71,0,600.0
2023-12-20,PSTP001,461.64,27.52,0,600.0
2023-12-21,PSTP001,460.34,27.49,0,600.0
2023-12-22,PSTP001,459.03,30.76,0,600.0
2023-12-23,PSTP001,444.89,28.62,0,600.0
2023-12-24,PSTP001,423.26,28.37,0,600.0
2023-12-25,PSTP001,430.99,31.43,5,600.0
2023-12-26,PSTP001,441.68,27.55,0,600.0
2023-12-27,PSTP001,454.51,34.39,0,600.0
2023-12-28,PSTP001,459.28,29.25,0,600.0
2023-12-29,PSTP001,461.75,28.04,0,600.0
2023-12-30,PSTP001,446.58,27.89,0,600.0
2023-12-31,PSTP001,444.67,31.98,0,600.0
2024-01-01,PSTP001,461.65,32.9,0,600.0
2024-01-02,PSTP001,467.66,33.83,5,600.0
2024-01-03,PSTP001,475.01,32.1,0,600.0
2024-01-04,PSTP001,477.47,30.64,5,600.0
2024-01-05,PSTP001,477.13,34.67,0,600.0
2024-01-06,PSTP001,462.36,29.88,0,600.0
2024-01-07,PSTP001,446.31,29.42,5,600.0
2024-01-08,PSTP001,453.75,28.76,0,600.0
2024-01-09,PSTP001,474.55,30.88,0,600.0
2024-01-10,PSTP001,467.41,29.16,20,600.0
2024-01-11,PSTP001,473.7,31.21,0,600.0
2024-01-12,PSTP001,477.74,30.23,0,600.0
2024-01-13,PSTP001,452.64,30.82,5,600.0
2024-01-14,PSTP001,454.51,33.3,0,600.0
2024-01-15,PSTP001,444.03,29.08,20,600.0
2024-01-16,PSTP001,467.49,28.51,0,600.0
2024-01-17,PSTP001,470.46,33.89,10,600.0
2024-01-18,PSTP001,471.81,28.56,0,600.0
2024-01-19,PSTP001,488.4,34.88,0,600.0
2024-01-20,PSTP001,465.01,32.83,10,600.0
2024-01-21,PSTP001,443.09,31.02,20,600.0
2024-01-22,PSTP001,460.14,32.87,0,600.0
2024-01-23,PSTP001,471.53,33.4,0,600.0
2024-01-24,PSTP001,477.79,27.94,0,600.0
2024-01-25,PSTP001,471.9,31.78,10,600.0
2024-01-26,PSTP001,476.08,34.21,0,600.0
2024-01-27,PSTP001,463.22,31.75,10,600.0
2024-01-28,PSTP001,456.06,29.67,0,600.0
2024-01-29,PSTP001,465.36,33.03,0,600.0
2024-01-30,PSTP001,484.3,32.44,0,600.0
2024-01-31,PSTP001,497.92,36.05,0,600.0
2024-02-01,PSTP001,507.92,34.83,0,600.0
2024-02-02,PSTP001,509.83,33.99,0,600.0
2024-02-03,PSTP001,493.42,32.71,0,600.0
2024-02-04,PSTP001,481.23,33.26,0,600.0
2024-02-05,PSTP001,478.38,33.22,10,600.0
2024-02-06,PSTP001,478.68,33.73,0,600.0
2024-02-07,PSTP001,488.79,33.93,5,600.0
2024-02-08,PSTP001,482.93,35.73,0,600.0
2024-02-09,PSTP001,493.44,32.07,0,600.0
2024-02-10,PSTP001,479.46,36.11,0,600.0
2024-02-11,PSTP001,471.38,34.52,0,600.0
2024-02-12,PSTP001,486.98,33.67,0,600.0
2024-02-13,PSTP001,506.99,34.06,0,600.0
2024-02-14,PSTP001,515.7,34.6,0,600.0
2024-02-15,PSTP001,518.49,34.67,0,600.0
2024-02-16,PSTP001,513.01,35.62,0,600.0
2024-02-17,PSTP001,497.96,32.87,0,600.0
2024-02-18,PSTP001,486.67,34.35,5,600.0
2024-02-19,PSTP001,506.04,35.23,0,600.0
2024-02-20,PSTP001,515.4,34.13,0,600.0
2024-02-21,PSTP001,521.91,36.78,0,600.0
2024-02-22,PSTP001,524.91,34.15,5,600.0
2024-02-23,PSTP001,518.61,35.05,0,600.0
2024-02-24,PSTP001,493.54,32.68,0,600.0
2024-02-25,PSTP001,493.4,33.16,0,600.0
2024-02-26,PSTP001,495.93,33.71,0,600.0
2024-02-27,PSTP001,502.44,35.38,0,600.0
2024-02-28,PSTP001,520.79,33.72,0,600.0
2024-02-29,PSTP001,528.34,35.27,0,600.0
2024-03-01,PSTP001,516.44,32.43,0,600.0
2024-03-02,PSTP001,510.15,39.91,0,600.0
2024-03-03,PSTP001,497.97,36.49,10,600.0
2024-03-04,PSTP001,503.11,34.85,10,600.0
2024-03-05,PSTP001,508.99,33.89,0,600.0
2024-03-06,PSTP001,509.1,33.7,0,600.0
2024-03-07,PSTP001,523.57,35.84,0,600.0
2024-03-08,PSTP001,532.24,38.55,0,600.0
2024-03-09,PSTP001,511.24,33.6,0,600.0
2024-03-10,PSTP001,501.79,33.66,0,600.0
2024-03-11,PSTP001,512.42,34.44,0,600.0
2024-03-12,PSTP001,520.92,38.47,0,600.0
2024-03-13,PSTP001,515.64,35.96,10,600.0
2024-03-14,PSTP001,521.86,38.15,5,600.0
2024-03-15,PSTP001,520.63,34.36,0,600.0
2024-03-16,PSTP001,501.21,38.09,10,600.0
2024-03-17,PSTP001,489.06,33.33,0,600.0
2024-03-18,PSTP001,502.79,37.45,0,600.0
2024-03-19,PSTP001,513.58,34.52,0,600.0
2024-03-20,PSTP001,517.87,40.33,0,600.0
2024-03-21,PSTP001,526.53,37.17,0,600.0
2024-03-22,PSTP001,539.59,38.37,0,600.0
2024-03-23,PSTP001,511.97,34.82,0,600.0
2024-03-24,PSTP001,502.6,36.58,0,600.0
2024-03-25,PSTP001,520.68,34.36,0,600.0
2024-03-26,PSTP001,518.99,37.93,20,600.0
2024-03-27,PSTP001,533.77,37.12,0,600.0
2024-03-28,PSTP001,528.25,33.79,0,600.0
2024-03-29,PSTP001,526.37,36.06,0,600.0
2024-03-30,PSTP001,514.29,34.75,0,600.0
2024-03-31,PSTP001,508.65,36.66,0,600.0
2024-04-01,PSTP001,509.1,33.65,0,600.0
2024-04-02,PSTP001,523.04,39.34,0,600.0
2024-04-03,PSTP001,516.69,36.19,10,600.0
2024-04-04,PSTP001,518.94,37.07,0,600.0
2024-04-05,PSTP001,523.03,34.15,0,600.0
2024-04-06,PSTP001,514.63,34.5,0,600.0
2024-04-07,PSTP001,495.66,34.89,0,600.0
2024-04-08,PSTP001,511.85,38.37,0,600.0
2024-04-09,PSTP001,519.29,34.43,0,600.0
2024-04-10,PSTP001,523.65,36.18,0,600.0
2024-04-11,PSTP001,520.45,33.76,0,600.0
2024-04-12,PSTP001,524.23,32.21,0,600.0
2024-04-13,PSTP001,507.3,40.17,0,600.0
2024-04-14,PSTP001,490.63,35.82,20,600.0
2024-04-15,PSTP001,500.12,35.04,10,600.0
2024-04-16,PSTP001,510.88,35.94,0,600.0
2024-04-17,PSTP001,522.27,36.89,0,600.0
2024-04-18,PSTP001,521.18,35.37,0,600.0
2024-04-19,PSTP001,516.12,33.62,20,600.0
2024-04-20,PSTP001,508.02,37.83,0,600.0
2024-04-21,PSTP001,500.79,40.55,0,600.0
2024-04-22,PSTP001,504.13,35.61,0,600.0
2024-04-23,PSTP001,507.16,34.8,0,600.0
2024-04-24,PSTP001,510.87,35.62,10,600.0
2024-04-25,PSTP001,510.52,31.86,0,600.0
2024-04-26,PSTP001,514.28,33.54,0,600.0
2024-04-27,PSTP001,495.83,36.46,0,600.0
2024-04-28,PSTP001,496.96,34.9,0,600.0
2024-04-29,PSTP001,504.21,34.15,0,600.0
2024-04-30,PSTP001,509.22,34.0,0,600.0
2024-05-01,PSTP001,497.66,35.21,20,600.0
2024-05-02,PSTP001,514.2,36.0,0,600.0
2024-05-03,PSTP001,530.59,36.07,0,600.0
2024-05-04,PSTP001,507.73,32.28,0,600.0
2024-05-05,PSTP001,496.27,37.37,0,600.0
2024-05-06,PSTP001,490.96,33.75,0,600.0
2024-05-07,PSTP001,499.16,36.57,0,600.0
2024-05-08,PSTP001,505.3,31.82,0,600.0
2024-05-09,PSTP001,508.79,32.73,0,600.0
2024-05-10,PSTP001,513.95,37.04,0,600.0
2024-05-11,PSTP001,496.72,32.2,0,600.0
2024-05-12,PSTP001,496.04,34.17,0,600.0
2024-05-13,PSTP001,490.28,32.7,0,600.0
2024-05-14,PSTP001,503.94,33.04,0,600.0
2024-05-15,PSTP001,500.15,31.11,5,600.0
2024-05-16,PSTP001,506.11,38.55,0,600.0
2024-05-17,PSTP001,513.81,34.71,0,600.0
2024-05-18,PSTP001,493.17,34.15,0,600.0
2024-05-19,PSTP001,492.51,34.19,0,600.0
2024-05-20,PSTP001,499.82,33.2,0,600.0
2024-05-21,PSTP001,509.35,32.25,0,600.0
2024-05-22,PSTP001,508.48,36.17,0,600.0
2024-05-23,PSTP001,505.94,32.79,0,600.0
2024-05-24,PSTP001,512.81,35.98,0,600.0
2024-05-25,PSTP001,502.33,34.74,0,600.0
2024-05-26,PSTP001,485.65,32.8,0,600.0
2024-05-27,PSTP001,500.41,34.64,0,600.0
2024-05-28,PSTP001,493.05,31.98,20,600.0
2024-05-29,PSTP001,508.97,36.1,0,600.0
2024-05-30,PSTP001,513.64,34.17,0,600.0
